Code_,Name,Quantity reserved,OIK,Date,MASTER CODES,KODIKOS (from MASTER CODES),DESCRIPTION,Photo,EDIT BY,REMAINING,CATEGORY (from MASTER CODES),Created
L3226G,NIKI,"60,0",OIK85,31/8/2025,L3226G,L3226G,I208 IP65 OUTDOOR WALL LAMP TRLAC DIMMABLE 6W 3000K 200LM 170x170x200mm,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/G9_2PkP3dTCoy8s5tkEgog/dwH-1bBo1bfABGP7n4FPcwfh7lkyP4XujWLXe5q2d4FZH6AdeSOe9X5QG6SGZXFpu-OJ9uCbxbDn2u6ZnIxF3o_NJ6hIcn70ZHoapppZKF1uaBwCa5gHTBTf7sJOgR2DwbIygIcnBAs2AoaX9fvlVg/IQx-B8zcRgiexdt-l41LhICuChFBlTZ9RQW9nDANQaI),,"37,0",ΦΩΤΑ,7/18/2025 4:55pm
A7642BB,ELLI,"3,0",OIK102,10/4/2026,A7642BB,A7642BB,I107 WOODEN FAN ceiling BLACK blades BLACK motor,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/Ln1Xp1q3sKRIxXR7a9ATSw/o9IFJOfzouuWaKkzUXYAmN__Twqq5Xyj2gJsW7AaBXrjMIgtnzrL97W-Msas3ZrZVaPWWD0wK8paP5VLsEn5CKIk-hXjg7iL0CgYFCKImYjJxWFeXcVqMbYnq47A4bnhAGnWje0Z08ApAsB9xPkr9A/iNlR5w6t-dgtriMxkVqrg17gXp9skd6cJQ9ITtrxe0o),,"9,0",ΑΝΕΜΙΣΤΗΡΕΣ ΟΡΟΦΗΣ,4/14/2025 1:14pm
L3254,ELLI,"6,0",OIK79.1,15/5/2025,L3254,L3254,I59 ΠΡΟΒΟΛΑΚΙ ΚΗΠΟΥ 7W LED 88Χ190ΜΜ IP65 ΜΕ ΣΤΡΟΓΓΥΛΗ ΒΑΣΗ ΘΕΡΜΟ ΛΕΥΚΟ,image031.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/MvrwdWUZztCn1AuEC2O0AQ/mpbVqRxIKeKXX_sGj5CkEtxlE4f1_MOv50Otct_OFkXUNZgZWXuepF9yFiIfW4-SzCAhDHZusImCS-54BPqBvJO4SDIDkt8cldb-IDDpisBlD3AoVFAyNDHT8wQfr4Hlxfo4ZdVTfWf8Tw5d9l3R1yL55-TT19IV8FrYwX_FCWQ/ZCXhqmS3259c1vYj3FfvqpIlv7N3r3fm6CjZCoMG-f0),,"162,0",ΦΩΤΑ,4/1/2025 11:56am
L3289W,ELLI,"3,0",OIK79.1,15/5/2025,L3289W,L3289W,I191 ΑΠΛΙΚΑ ΕΠΙΤΟΙΧΙΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 230Χ80Χ27ΜΜ 1.8W 3000K IP65,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/TGN_nAMEe1c9efj3wjIwDQ/3oBYBqGDwbZkpTmfIhaco56WgAV6x1HE4b0JzoXWLXuOfSvQ9csICw2tmGcFxJZe9vZHY8MlIYjRun1ct-6UHCRRjmMwd1S8dUNiNxKFqi2Ghm6hfgWXagqbhigs5WMjTXqRlESwmhN3d6LbixlCcA/ka9Se7cKD2qdz1fw0D_GeUkCyUCrfvG0Wx9sF4MsVUA),,"-213,0",ΦΩΤΑ,4/1/2025 11:55am
L3273B,ELLI,"20,0",OIK79.1,25/5/2025,L3273B,L3273B,I59 SOLAR LIGHT ΚΗΠΟΥ 4W ΜΕ ΚΑΡΦΙ 280Χ330ΜΜ IP65 ΘΕΡΜΟ ΛΕΥΚΟ,image034.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/LMKTXvzrDf1X8KdgueGuYA/9rFr674vfzJnqh7I0OfvxQwY60KqOhqIakHhxuFnWSw3ziLDd2rhQ-0WIWkN-9EKQB2AgcZ5gtIjtKiplptSQnD9vp7pG5Bbe6w6-8Njx4kv1u7hSLChzXyln1yu0Z5hS_8kKG85IsUXCifVQ4ktf5dGDDWgeiJgtVJWtumE0Mw/bh8Dclndy4nVALSqhAFDyRGfp-nssSGcSt0jkGHvxEc),,"454,0",ΦΩΤΑ,4/1/2025 11:53am
L3248,ELLI,"1,0",OIK79.1,15/5/2025,L3248,L3248,I59 ΑΠΛΙΚΑ ΟΡΟΦΗΣ 5W 210Χ110Χ90MM,image048.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/r4oI0nQOuuyk0YtjhuAreQ/0cpT3TcxiHSAym4XGdJQKSREJqkPHY4s9_nl77-g5KBj93PkpYDKAe31NvHsTX89k7nJYaVGwSx4FJct5Ve7zzAqRNGOBnynjYTiNHT1R-kc8TOYEKr8DvpuJ-eQXCL9P1OeAF87HHselWaYTMDfW-cQW9TERS1nFQCFbR7qYWI/LPjpvFxGkvbN7eE3bMy1bOoMKsIDZgM9g355qFAxBeo),,"58,0",ΦΩΤΑ,4/1/2025 11:52am
L3246,ELLI,"19,0",OIK79.1,15/5/2025,L3246,L3246,I59 ΕΞΩΤΕΡΙΚΟ ΧΩΝΕΥΤΟ ΣΠΟΤ ΑΛΟΥΜΙΝΙΟΥ 42Χ80ΜΜ IP65 0.3MVDE Wire,image025.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/_ElGDvtgOD7BKBw09dXXFg/VQGeNCebyLH4nHwXqDntTnoXNKyrNkdNUzFRBHdWXjKhdwZ-ho-4KuQbJUzV8-jbQXhHYJO-OoXpCBkmtYuqdJ_K1jre4ay2oGUt5Ecg1LINLWSBA7pBaoG0jjH-ULqE2EoqoiCEfmEH_CTmSGTwEypgIHtWhU9sLQfAZzEBPxk/SWyNJ1gzcq0Iv1JYMtgiHp95s7jbKCeCT2-nCY4wW1Q),,"196,0",ΦΩΤΑ,4/1/2025 11:51am
TL033.3,VASIA,"32,0",OIK87.3.2,6/3/2025,TL033.3,TL033.3,B169 STEP WALK RIVER STONE 60x30x2,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/8L-8K8hvyb66dDTV0QnLEg/VVV0E0VU6uSZjZdAXlh1RPU_t6E3YoCZfZWVnLGvicg3Iq5KkOeB-Fm4MSwl81YMuNqKhNFJtSmNqKQhguY1sGzx27YBaAPQuVlLPxmJAL_qeGBAZpVYp_rtd0rHCIx3CCpmTlO7UcFVMo1elcJhxg/vWznbcZ3nAbENCyWQgdwr9ZyAGdQGjWWlnjzPFTrgeU),,"92,0",TILES,3/6/2025 10:06am
A7646B,NIKI,"25,0",OIK85,1/4/2025,A7646B,A7646B,I128 DOOR HANDLE BLACK PAIR & KEYHOLES,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/hhiDtW2UA2NY-FEZ-U1jcw/8gz8PICn2XgDqyV5dD6NZ5D-bMQ_C4g0CUsi5KugcmhLROea1vrH0ae0VNxj9UQXFTXH9tIP0oDV6B9HN9YqLXdF7Dp9oCEExhuMoeNfF17oiy8Kiz_bMa3DBLQWVzrsfsBDrKVRLOT9aA2jbtS9qg/qsU-bWEy3Uh3Ormh0-IjQlOP4c3u6vsiy-CoH8AIB8s),,"15,0",ΠΟΡΤΕΣ,2/21/2025 4:19pm
L3274,CAROLIN,"2,0",OIK93.1.2,1/5/2025,L3274,L3274,I59 ΗΛΙΑΚΟΣ ΠΡΟΒΟΛΕΑΣ ΑΛΟΥΜΙΝΙΟΥ 360Χ400Χ17ΜM 15W IP65,image037.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/mDGFM-Q97QUWnuaDe5Kjfw/n_kJB4--eZIVTkPf9rD05F-Yzu9eutucTmdof-BcIu_G8zm0B3f4MeApfCLzlIUp4GDjzzQsMPaljKNbfUl3mgZS2SwadKKIzLEqc8w9gdZPLExKc4piJCaM6LohnX_uK8aA3uGO5Mj_Rj9cZTV5zAuVxwlq6G5RTuegMHBX86w/SFbk1jrppDDLfIXyIIG6XtC-K2kRQfcZPSeWc3VoC0w),,"-5,0",ΦΩΤΑ,2/20/2025 3:34pm
A7642NW,NIKI,"70,0",OIK105,15/2/2026,A7642NW,A7642NW,I107 WOODEN FAN ceiling NATURAL blades WHITE motor,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/Nz5it-9xwjyjBpveJR3yUQ/LPaf12EOp4coeEg_jHVd6pHHpOQKSVm5-RQ-PTWEpwpKe6XzLRJ_BdunI4J9CW_A4RjKvcVBKIlD_LmaaAl1NRt5kkh3u0jh-xeO3Nekq1oHvS4Fr85yj3jmIwi8wgrMiAmuHUcs61gAbMps2GakrA/lY8K8wQMteyhIgtIeDDM8fiPEuXzzlVcCpJGP8xHMFY),,"-64,0",ΑΝΕΜΙΣΤΗΡΕΣ ΟΡΟΦΗΣ,2/5/2025 1:22pm
TL033.3,VASIA,"48,0",OIK87.2.4,21/1/2025,TL033.3,TL033.3,B169 STEP WALK RIVER STONE 60x30x2,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/8L-8K8hvyb66dDTV0QnLEg/VVV0E0VU6uSZjZdAXlh1RPU_t6E3YoCZfZWVnLGvicg3Iq5KkOeB-Fm4MSwl81YMuNqKhNFJtSmNqKQhguY1sGzx27YBaAPQuVlLPxmJAL_qeGBAZpVYp_rtd0rHCIx3CCpmTlO7UcFVMo1elcJhxg/vWznbcZ3nAbENCyWQgdwr9ZyAGdQGjWWlnjzPFTrgeU),,"92,0",TILES,1/21/2025 12:52pm
L3289W,ELLI,"25,0",OIK87.3.1,15/6/2025,L3289W,L3289W,I191 ΑΠΛΙΚΑ ΕΠΙΤΟΙΧΙΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 230Χ80Χ27ΜΜ 1.8W 3000K IP65,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/TGN_nAMEe1c9efj3wjIwDQ/3oBYBqGDwbZkpTmfIhaco56WgAV6x1HE4b0JzoXWLXuOfSvQ9csICw2tmGcFxJZe9vZHY8MlIYjRun1ct-6UHCRRjmMwd1S8dUNiNxKFqi2Ghm6hfgWXagqbhigs5WMjTXqRlESwmhN3d6LbixlCcA/ka9Se7cKD2qdz1fw0D_GeUkCyUCrfvG0Wx9sF4MsVUA),,"-213,0",ΦΩΤΑ,1/20/2025 1:47pm
A7642NB,ELINA,"2,0",CLIENT,20/1/2025,A7642NB,A7642NB,I107 WOODEN FAN ceiling NATURAL blades BLACK motor,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/7TpwSgoBPWVotfbrysfqmg/i46MouqdnMexqKzx1pQI68HM1Rr6ROF-skHsBZRJL1cEodNCoZdLWqtM4baMVhItgrl63WFA1cAlm5v98RV0e7QB-oBFpb6tH8tG2kGT3VGGg5t_R_ZwuBgt8Jae2qhHzw1s3fKP7wIqI3LHVdCc9A/x2b1fislTzIEGCqgcKiN6waPffD_bTMcGLw4U8-XOOQ),,"18,0",ΑΝΕΜΙΣΤΗΡΕΣ ΟΡΟΦΗΣ,1/20/2025 10:26am
L3289W,KONSTANTINOS,"55,0",OIK87,,L3289W,L3289W,I191 ΑΠΛΙΚΑ ΕΠΙΤΟΙΧΙΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 230Χ80Χ27ΜΜ 1.8W 3000K IP65,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/TGN_nAMEe1c9efj3wjIwDQ/3oBYBqGDwbZkpTmfIhaco56WgAV6x1HE4b0JzoXWLXuOfSvQ9csICw2tmGcFxJZe9vZHY8MlIYjRun1ct-6UHCRRjmMwd1S8dUNiNxKFqi2Ghm6hfgWXagqbhigs5WMjTXqRlESwmhN3d6LbixlCcA/ka9Se7cKD2qdz1fw0D_GeUkCyUCrfvG0Wx9sF4MsVUA),,"-213,0",ΦΩΤΑ,1/17/2025 11:59am
L3252,KONSTANTINOS,"75,0",OIK87,,L3252,L3252,I59 ΠΡΟΒΟΛΑΚΙ ΚΗΠΟΥ 3W LED 43Χ245ΜΜ IP65 ΜΕ ΚΑΡΦΙ ΘΕΡΜΟ ΛΕΥΚΟ,image030.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/gOD0Q384oSpJEQy40f0ZhQ/np_WOKiK3N36MboOw5kJg2DTEbYQtBblaktSatpuYvO3fccAC03DSN9tDB0c3RTZ_jhFoobar4eTuOLGTarhGOmicGjMnM7KTPCUD1RgDG3znYl_bYUJ5XeDPzYGMDiJicSMwbBAdsvi6TSTVUyqE-mU1quNzwV-g15oZKCC2FU/UUA2GpMlOmdL--wDTi1ckptwt6X8RwPUKCc_iwA-4V0),,"-77,0",ΦΩΤΑ,1/17/2025 11:58am
L3244WW,CAROLIN,"72,0",OIK93.1.2,1/5/2025,L3244WW,L3244WW,I59 ΛΑΜΠΤΗΡΑΣ GU10 ΘΕΡΜΟ ΛΕΥΚΟ,,,"-70,0",ΦΩΤΑ,1/17/2025 11:22am
L3274,CAROLIN,"3,0",OIK93.1.2,1/5/2025,L3274,L3274,I59 ΗΛΙΑΚΟΣ ΠΡΟΒΟΛΕΑΣ ΑΛΟΥΜΙΝΙΟΥ 360Χ400Χ17ΜM 15W IP65,image037.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/mDGFM-Q97QUWnuaDe5Kjfw/n_kJB4--eZIVTkPf9rD05F-Yzu9eutucTmdof-BcIu_G8zm0B3f4MeApfCLzlIUp4GDjzzQsMPaljKNbfUl3mgZS2SwadKKIzLEqc8w9gdZPLExKc4piJCaM6LohnX_uK8aA3uGO5Mj_Rj9cZTV5zAuVxwlq6G5RTuegMHBX86w/SFbk1jrppDDLfIXyIIG6XtC-K2kRQfcZPSeWc3VoC0w),,"-5,0",ΦΩΤΑ,1/17/2025 11:15am
L3269W,CAROLIN,"8,0",OIK93.1.2,1/5/2025,L3269W,L3269W,I59 ΕΞΩΤΕΡΙΚΗ ΧΩΝΕΥΤΗ ΑΠΛΙΚΑ 2W 105Χ60MM IP66 ΘΕΡΜΟ ΛΕΥΚΟ,image022.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/bhwe2SMhWc0eFxux8O60KQ/6ZPJgR6PclFuLCx2LxFNv5AYv_BdAb7trwwj9Jd67OuT4EWOTNZ9Ieb5jzaCaWIXhQywSJrkXC9drq9tqTKZJR4lhXM-A1-WbWI3fW5HvmNHfrZMiJSTMd6nuvjkRFerIcqphwW-2nPhF0aA-uwFkqC7Vz1FFzi79QWuxIVFs38/NuwvhuwYemLhylQDn-5nY80uGkEA35Db74d46WyimVo),,"1,0",ΦΩΤΑ,1/17/2025 10:48am
L3291W,CAROLIN,"4,0",OIK93.1.2,1/5/2025,L3291W,L3291W,I162 ΑΠΛΙΚΑ ΕΠΙΤΟΙΧΙΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 10W UP AND DOWN LIGHT100X100X100MM IP65 ΘΕΡΜΟ ΛΕΥΚΟ,image068.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/7Fk9Tn8MxA5BeafOWKw9iw/5Lv6PVAXyIZ2glr-fDyDx08IdQpXyiCeAQwK4vyFb3w1BrWn30MoopTXe8MGcP6wNJ-TT8Q07ffWlUOHIEAlTIYutKSiela9_tl8RJTw2UIteWXW07o0HmE18ueaGvYapattAFN2_BGA-NOqF8tjDCyFCSoN1WAoKTqIxF2iFcc/IAmlGkJTwGhrPVE0DrxJ1mIvq18Wh3yS3xbswGluhiY),,"67,0",ΦΩΤΑ,1/17/2025 10:46am
ZHSSMOKE,KONSTANTINOS,"39,0",OIK109,16/1/2025,ZHSSMOKE,ZHSSMOKE,I113 ΑΝΙΧΝΕΥΤΗΣ ΚΑΠΝΟΥ ΜΠΑΤΑΡΙΑΣ 50X50X50MM,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/mF6aWO71O6veJnj7fWWRbg/Rx-Jd8nlFtA5HW6To339k8wkO9xRFhohAsFte1YURL4tKGQg4qVtRkktt5i86XAsGNkkyZtmuBcWOqhf5ELFUlsSRrdyg5nBXVAhlc9VzjwJv4XzRAQzFCTP5FUorsCjhA1NbF4dgkQgG_egJb0goQ/fQuR8irijq7FPE_NT8s0DvVkhrBVoa0ItbQR303gdhQ),,"146,0",ΑΣΦΑΛΕΙΑ,1/16/2025 3:16pm
A7644CHR,KONSTANTINOS,"40,0",OIK109,16/1/2025,A7644CHR,A7644CHR,I128 SILVER ZINC ALLOY DOOR HANDLE (PAIR) WITH ZINC ALLOY STRIGHT KEYHOLE,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/BU2bDyI9vmFjb2TFDskXnA/eDsjZXzzpMfaAHiOfRAtvWKBu8OqIPcWA9_icK0rjGcxAhSWccOtruffZ55Dk7765ct-oxy1Nc_SujsfiqSMllZ1ktNjKS7GOL7z3lZf-bkw737CGd0sYZmWHxzAgl-Lt717moUpCNQ65rJ_YGhWXA/UF2iPS5o7ldN0R2wupPOuWKxu-vmXF77yY42lRXdCRY),,"49,0",ΠΟΡΤΕΣ,1/16/2025 3:15pm
L3248,KONSTANTINOS,"1,0",OIK109,16/1/2025,L3248,L3248,I59 ΑΠΛΙΚΑ ΟΡΟΦΗΣ 5W 210Χ110Χ90MM,image048.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/r4oI0nQOuuyk0YtjhuAreQ/0cpT3TcxiHSAym4XGdJQKSREJqkPHY4s9_nl77-g5KBj93PkpYDKAe31NvHsTX89k7nJYaVGwSx4FJct5Ve7zzAqRNGOBnynjYTiNHT1R-kc8TOYEKr8DvpuJ-eQXCL9P1OeAF87HHselWaYTMDfW-cQW9TERS1nFQCFbR7qYWI/LPjpvFxGkvbN7eE3bMy1bOoMKsIDZgM9g355qFAxBeo),,"58,0",ΦΩΤΑ,1/16/2025 2:26pm
L3287,KONSTANTINOS,"13,0",OIK109,16/1/2025,L3287,L3287,I160 ΛΑΜΠΤΗΡΑΣ EDISON E27 40W 2200K DIMMABLE AMBER GLASS,image060.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/PA983S0ehQFmKUA6ZD5TKA/7kSJJY5iqZSl1azU9q0YF0U1ng-bE3MRUzUp5CGG87OCrhZ031jsYrR3OjVYikV-zjvH_Fq3w_UZtOENWtn7TcvGqlTYX6NO7Is-7U5zVWhAQIWdLg35amk2-KzyQjMr_grIWMa9AYAKvjrYavgB_GzcwKNSgvLN7jnl88biMNo/ndMQYa4roi44WgzsRgsG_L5CQ02v476_SITpiwy49yE),,"1268,0",ΦΩΤΑ,1/16/2025 2:25pm
ZEF001,KONSTANTINOS,"1,0",OIK109,16/1/2025,ZEF001,ZEF001,I134 ΕΞΑΕΡΙΣΤΗΡΑΣ WC Φ100,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/fRJswbW0Day-evkjCUiAJQ/ewsSTuj7cFrTO8b5PMhnE53OzfEXxmHvi6E0sDTEgicCrWAb6zforwm6OQ7S66YYVie6kztTCqM0tCDPkDosjwp4Hm4y8iRMpNze7W1oVCRKou0Zd8w5Sh8t6IN0D5euC4eaPJZCGcunQ8_-vOQp9A/B6Gai62DbO7s2vh85Cp2Orq708lvdg4GZ-oBTWWZo-g),,"69,0",ΜΠΑΝΙΟ,1/16/2025 2:18pm
A7642WW,KONSTANTINOS,"26,0",OIK109,16/1/2025,A7642WW,A7642WW,I107 WOODEN FAN ceiling WHITE blades WHITE motor,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/V9DyieQGbm4U_z82SGLCKQ/fSMfM1yBcjw5QDmJjbqkrRLMGCLgSCERWi375fbFyV5_nU_DrffbTo55rX3oDi0XDqIQOVdFrsmxLy1VWwZ9NDH0U_4bIu-tAUuKgABABJE3bwenqDC1pJ3VD3y045-PjA7RWX2hp5VEUTe7A2iaPA/j0hy20MNTmpX_xtVc1E_oerqD9YbK8M7tokvOQi9ULw),,"-10,0",ΑΝΕΜΙΣΤΗΡΕΣ ΟΡΟΦΗΣ,1/16/2025 2:18pm
L3252,KONSTANTINOS,"35,0",OIK109,16/1/2025,L3252,L3252,I59 ΠΡΟΒΟΛΑΚΙ ΚΗΠΟΥ 3W LED 43Χ245ΜΜ IP65 ΜΕ ΚΑΡΦΙ ΘΕΡΜΟ ΛΕΥΚΟ,image030.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/gOD0Q384oSpJEQy40f0ZhQ/np_WOKiK3N36MboOw5kJg2DTEbYQtBblaktSatpuYvO3fccAC03DSN9tDB0c3RTZ_jhFoobar4eTuOLGTarhGOmicGjMnM7KTPCUD1RgDG3znYl_bYUJ5XeDPzYGMDiJicSMwbBAdsvi6TSTVUyqE-mU1quNzwV-g15oZKCC2FU/UUA2GpMlOmdL--wDTi1ckptwt6X8RwPUKCc_iwA-4V0),,"-77,0",ΦΩΤΑ,1/16/2025 2:17pm
L3247,KONSTANTINOS,"6,0",OIK109,16/1/2025,L3247,L3247,I59 LED ΦΩΣ ΚΗΠΟΥ 30CM ΥΨΟΣ IP65 7W ΜΕ ΚΑΡΦΙ ΓΙΑ ΤΟΠΟΘΕΤΗΣΗ ΣΕ ΧΩΜΑ & ΜΠΕΤΟ,image053.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/fN7kyi2j_M2GhGijms5NAQ/XgjULR8c4yEKcNkV9IDskHmLya4rqtgQgRd4F0gPb94P7IbK_DqRnakmAG7RZKxbgyA9fIkr1_6aBFqv_aS7Dm39_icgBm2svfCWEdKnOCzaOvRMhAJHD7liRswBNkbSuegUWZuUMhNK_GLtOSfCCLJmak4ctgAFwUllIINYMjU/80tv-QRcek8dLRl-r2IyF2u6hI2XdxrtLmImb08iBYI),,"99,0",ΦΩΤΑ,1/16/2025 2:15pm
A7642DNB,NIKI,"3,0",OIK85,16/1/2025,A7642DNB,A7642DNB,I107 WOODEN FAN ceiling DARK NATURAL blades BLACK motor,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/YF7TTVVEJ16WCAoBozUi5g/CSmp4cDZF8nLV-PVUxjt20KlgTzik_dvXnGOavZTyGROMdTdJ9MnS3P9794M5CgO5t9arhczfWIUG20eZlUXvni_K6Dmz9rNoMbKwKfMtloI4eQkPj_5ast5Vor1PFMSXsOO78wxcZLYenYVzXalXA/MWEjmFMlqad2Aq8WIO2BtINCJATAzsKtGMwd1myokps),,"6,0",ΑΝΕΜΙΣΤΗΡΕΣ ΟΡΟΦΗΣ,1/16/2025 12:04pm
A7642DNB,NIKI,"20,0",OIK85,16/1/2025,A7642DNB,A7642DNB,I107 WOODEN FAN ceiling DARK NATURAL blades BLACK motor,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/YF7TTVVEJ16WCAoBozUi5g/CSmp4cDZF8nLV-PVUxjt20KlgTzik_dvXnGOavZTyGROMdTdJ9MnS3P9794M5CgO5t9arhczfWIUG20eZlUXvni_K6Dmz9rNoMbKwKfMtloI4eQkPj_5ast5Vor1PFMSXsOO78wxcZLYenYVzXalXA/MWEjmFMlqad2Aq8WIO2BtINCJATAzsKtGMwd1myokps),,"6,0",ΑΝΕΜΙΣΤΗΡΕΣ ΟΡΟΦΗΣ,1/16/2025 12:03pm
A7642NB,ELINA,"10,0",CLIENT,16/1/2025,A7642NB,A7642NB,I107 WOODEN FAN ceiling NATURAL blades BLACK motor,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/7TpwSgoBPWVotfbrysfqmg/i46MouqdnMexqKzx1pQI68HM1Rr6ROF-skHsBZRJL1cEodNCoZdLWqtM4baMVhItgrl63WFA1cAlm5v98RV0e7QB-oBFpb6tH8tG2kGT3VGGg5t_R_ZwuBgt8Jae2qhHzw1s3fKP7wIqI3LHVdCc9A/x2b1fislTzIEGCqgcKiN6waPffD_bTMcGLw4U8-XOOQ),,"18,0",ΑΝΕΜΙΣΤΗΡΕΣ ΟΡΟΦΗΣ,1/16/2025 11:41am
L3289W,KONSTANTINOS,"25,0",OIK109,15/1/2025,L3289W,L3289W,I191 ΑΠΛΙΚΑ ΕΠΙΤΟΙΧΙΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 230Χ80Χ27ΜΜ 1.8W 3000K IP65,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/TGN_nAMEe1c9efj3wjIwDQ/3oBYBqGDwbZkpTmfIhaco56WgAV6x1HE4b0JzoXWLXuOfSvQ9csICw2tmGcFxJZe9vZHY8MlIYjRun1ct-6UHCRRjmMwd1S8dUNiNxKFqi2Ghm6hfgWXagqbhigs5WMjTXqRlESwmhN3d6LbixlCcA/ka9Se7cKD2qdz1fw0D_GeUkCyUCrfvG0Wx9sF4MsVUA),ELLI,"-213,0",ΦΩΤΑ,1/15/2025 3:25pm
L3255W,KONSTANTINOS,"62,0",OIK109,15/1/2025,L3255W,L3255W,I59 ΑΠΛΙΚΑ ΕΠΙΤΟΙΧΙΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 6W UP & DOWN LED 175Χ90ΜΜ IP65 ΘΕΡΜΟ ΛΕΥΚΟ,image043.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/_j1a_oOYvZOevA8byMzQgQ/9dvIflKCmwdb899jNGD3e_6uDdP-Ksic3odgPNi1iWR9axSsKV90vK5yMufppWUHP3GYVnLnpPNdsgClKxtfuh5uH1EgOaGmOMyWgjvF-WKpWpFmZLWbSNUuGmQllRBtktvxWJfre8leuUwKSWvEI6ecTcABxiuBjA0reOixeIU/Z5fWLRkZgUZ2r971QeDbOMg1E74EwpxezIk9XW1DJTs),,"92,0",ΦΩΤΑ,1/15/2025 3:24pm
L3283W,KONSTANTINOS,"13,0",OIK109,15/1/2025,L3283W,L3283W,I59 ΑΠΛΙΚΑ ΤΟΙΧΟΥ ΕΣΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 240Χ85ΜΜ IP44 ΘΕΡΜΟ ΛΕΥΚΟ,image050.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/5X3LLpI3g6HAuku7y7G2bQ/r5iwg9dMOYRSMYSI89bxTq47B1dFlFnb-jUAWn84Hd1LGNdWEArbsix8FueAupbnV_ddgHBgg25k7-C4YEl7-E87tXGaNCrpCRarNFkWLT1TaxBschfvvZ05CvOllaQcKkxe82aw8MA1y9AjNKwJ-rdWGQiXEtXYSZe9Zw-b4o8/eN-lHnrbPlmd2bX1zt7ZB9S8B-B83gvMZlUOngFDFc4),,"4,0",ΦΩΤΑ,1/15/2025 3:24pm
L3245W,KONSTANTINOS,"26,0",OIK109,15/1/2025,L3245W,L3245W,I59 BEDSIDE LIGHT 3W D100*H55mm,image005.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/Ql0gxu_5Nad8No-EnpYF5Q/pxlrDtcOjY8SvyhaKl_T_Pft9liIfXzZDpc-peNYRUX8ahteY9FtM5UKAX7xW5xbOdOu0463UYtVtPFY9wjf3gVgwz270inJ_HceI2dHmr96BGVQA536AWPv4fMQoE1dtYTnbKT0CKQO375dj9uJMBEWcDIP4JjpPy-weDV_3rA/VVjhcXQ0OJLsmEdYuXzhy2QWd4XbE3XuquSR6ptcXno),,"123,0",ΦΩΤΑ,1/15/2025 3:23pm
